presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vote_choice,age,gender,education,race_group,location
6,1966,2,5,1,2,10,3,2,other,56,female,college graduate,white,suburban
6,1969,2,4,1,2,10,2,2,other,53,female,some college,white,suburban
2,1947,2,5,1,5,2,3,2,republican,75,female,college graduate,white,other
2,1973,1,3,4,1,7,3,2,republican,49,male,some college,asian,urban
2,1967,2,5,1,4,1,8,2,republican,55,female,college graduate,white,other
1,1977,2,3,1,2,12,3,2,democrat,45,female,some college,white,suburban
1,1937,1,4,1,2,11,3,2,democrat,85,male,some college,white,suburban
1,1973,1,2,1,3,2,1,2,democrat,49,male,high school or less,white,rural
1,1959,1,4,7,2,9,1,2,democrat,63,male,some college,other,suburban
2,1965,2,5,1,2,1,3,1,republican,57,female,college graduate,white,suburban
1,1982,2,6,1,2,11,3,2,democrat,40,female,postgraduate,white,suburban
2,1972,2,5,1,2,2,3,2,republican,50,female,college graduate,white,suburban
1,1967,1,6,1,2,10,3,2,democrat,55,male,postgraduate,white,suburban
5,1959,2,5,1,2,12,3,2,did not vote,63,female,college graduate,white,suburban
1,1946,2,5,1,4,1,3,2,democrat,76,female,college graduate,white,other
6,1996,2,2,3,1,2,3,2,other,26,female,high school or less,hispanic,urban
1,1994,2,4,2,1,1,NA,NA,democrat,28,female,some college,black,urban
2,1955,2,3,1,4,1,1,2,republican,67,female,some college,white,other
2,1979,1,5,1,3,2,1,2,republican,43,male,college graduate,white,rural
1,1978,1,2,2,2,1,3,2,democrat,44,male,high school or less,black,suburban
2,1960,1,1,1,1,10,2,2,republican,62,male,high school or less,white,urban
1,1952,2,3,1,2,1,3,2,democrat,70,female,some college,white,suburban
1,1971,2,3,1,4,1,3,2,democrat,51,female,some college,white,other
2,1966,2,3,1,4,1,8,2,republican,56,female,some college,white,other
1,1952,2,5,1,4,1,3,2,democrat,70,female,college graduate,white,other
1,1954,2,5,1,4,1,2,2,democrat,68,female,college graduate,white,other
2,1974,1,3,1,4,11,3,2,republican,48,male,some college,white,other
1,1945,1,3,1,2,10,3,2,democrat,77,male,some college,white,suburban
2,1965,1,3,1,3,1,NA,NA,republican,57,male,some college,white,rural
6,1957,1,4,1,2,11,3,2,other,65,male,some college,white,suburban
2,1951,1,2,3,1,1,3,1,republican,71,male,high school or less,hispanic,urban
1,1945,1,1,1,4,1,NA,NA,democrat,77,male,high school or less,white,other
2,1972,2,5,1,3,1,2,2,republican,50,female,college graduate,white,rural
1,1959,1,6,1,2,2,3,2,democrat,63,male,postgraduate,white,suburban
1,1957,1,2,1,2,2,3,2,democrat,65,male,high school or less,white,suburban
6,1972,1,3,1,4,1,1,1,other,50,male,some college,white,other
1,1956,2,3,1,2,10,2,2,democrat,66,female,some college,white,suburban
6,1960,2,1,1,4,12,3,2,other,62,female,high school or less,white,other
1,1990,2,2,1,3,11,2,2,democrat,32,female,high school or less,white,rural
1,1969,2,6,1,2,10,3,2,democrat,53,female,postgraduate,white,suburban
1,1944,1,2,1,2,2,3,2,democrat,78,male,high school or less,white,suburban
1,1961,2,6,1,2,5,3,2,democrat,61,female,postgraduate,white,suburban
1,1953,2,2,1,2,2,3,2,democrat,69,female,high school or less,white,suburban
2,1960,1,5,1,2,1,8,2,republican,62,male,college graduate,white,suburban
1,1955,2,4,1,1,2,3,2,democrat,67,female,some college,white,urban
2,1942,2,3,1,2,1,1,2,republican,80,female,some college,white,suburban
2,1970,2,2,1,2,2,3,2,republican,52,female,high school or less,white,suburban
1,1958,1,6,1,3,9,3,1,democrat,64,male,postgraduate,white,rural
2,1935,2,5,1,3,1,2,2,republican,87,female,college graduate,white,rural
3,1976,2,5,1,1,2,3,2,did not vote,46,female,college graduate,white,urban
1,1945,2,2,1,1,2,3,2,democrat,77,female,high school or less,white,urban
2,1968,2,2,1,2,9,8,2,republican,54,female,high school or less,white,suburban
1,1954,1,3,1,4,2,2,2,democrat,68,male,some college,white,other
1,1997,2,2,2,1,11,NA,NA,democrat,25,female,high school or less,black,urban
1,1963,2,3,1,2,11,3,2,democrat,59,female,some college,white,suburban
6,1951,2,3,1,3,2,3,2,other,71,female,some college,white,rural
1,1955,2,2,1,2,12,3,2,democrat,67,female,high school or less,white,suburban
2,1952,2,4,1,4,12,2,2,republican,70,female,some college,white,other
1,1960,1,3,2,1,2,3,2,democrat,62,male,some college,black,urban
1,1961,2,5,1,2,1,3,2,democrat,61,female,college graduate,white,suburban
2,1953,1,3,1,4,2,3,2,republican,69,male,some college,white,other
1,1942,1,4,2,4,11,1,2,democrat,80,male,some college,black,other
1,1953,2,3,1,3,1,2,2,democrat,69,female,some college,white,rural
2,1938,2,4,1,3,1,1,2,republican,84,female,some college,white,rural
1,1978,2,5,1,2,11,2,2,democrat,44,female,college graduate,white,suburban
2,1953,2,5,1,2,2,3,2,republican,69,female,college graduate,white,suburban
1,1958,2,6,1,3,12,1,1,democrat,64,female,postgraduate,white,rural
1,1963,2,5,1,2,11,3,2,democrat,59,female,college graduate,white,suburban
1,1960,1,5,1,2,1,3,2,democrat,62,male,college graduate,white,suburban
2,1961,2,5,1,3,11,1,2,republican,61,female,college graduate,white,rural
6,1947,2,3,1,1,1,3,2,other,75,female,some college,white,urban
1,1941,2,3,1,2,1,3,2,democrat,81,female,some college,white,suburban
1,1938,1,3,1,2,11,3,2,democrat,84,male,some college,white,suburban
2,1956,2,3,1,2,2,3,2,republican,66,female,some college,white,suburban
1,1947,1,2,1,4,1,3,2,democrat,75,male,high school or less,white,other
1,1983,2,6,1,2,10,2,2,democrat,39,female,postgraduate,white,suburban
2,1994,2,5,1,2,2,1,2,republican,28,female,college graduate,white,suburban
3,1970,2,5,1,4,1,2,2,did not vote,52,female,college graduate,white,other
1,1955,1,2,1,1,11,3,2,democrat,67,male,high school or less,white,urban
1,1959,1,6,1,2,1,1,2,democrat,63,male,postgraduate,white,suburban
2,1948,2,3,1,2,11,1,2,republican,74,female,some college,white,suburban
2,1961,2,5,1,2,1,1,2,republican,61,female,college graduate,white,suburban
2,1941,2,2,1,3,2,3,2,republican,81,female,high school or less,white,rural
1,1961,2,5,1,1,11,3,2,democrat,61,female,college graduate,white,urban
1,1975,1,2,2,2,11,NA,NA,democrat,47,male,high school or less,black,suburban
2,1963,2,5,1,3,12,8,2,republican,59,female,college graduate,white,rural
2,1963,1,5,1,2,1,1,2,republican,59,male,college graduate,white,suburban
2,1957,2,2,1,4,1,3,2,republican,65,female,high school or less,white,other
1,1964,1,6,1,2,2,3,2,democrat,58,male,postgraduate,white,suburban
1,1955,2,5,1,1,11,3,2,democrat,67,female,college graduate,white,urban
1,1944,1,5,1,4,1,1,2,democrat,78,male,college graduate,white,other
2,1986,2,4,3,2,1,3,2,republican,36,female,some college,hispanic,suburban
2,1944,2,5,1,2,2,2,2,republican,78,female,college graduate,white,suburban
2,1961,2,2,1,1,11,1,2,republican,61,female,high school or less,white,urban
1,1957,2,5,1,2,1,3,2,democrat,65,female,college graduate,white,suburban
6,1957,2,4,1,2,11,8,2,other,65,female,some college,white,suburban
2,1945,1,3,1,2,2,3,2,republican,77,male,some college,white,suburban
1,1982,1,4,1,4,11,3,2,democrat,40,male,some college,white,other
1,1939,1,3,1,2,5,3,2,democrat,83,male,some college,white,suburban
2,1956,1,5,7,2,1,8,2,republican,66,male,college graduate,other,suburban
1,1960,2,5,1,3,10,3,2,democrat,62,female,college graduate,white,rural
6,1993,2,1,1,4,2,2,2,other,29,female,high school or less,white,other
2,1958,1,2,1,2,11,NA,NA,republican,64,male,high school or less,white,suburban
1,1984,1,2,3,2,11,2,2,democrat,38,male,high school or less,hispanic,suburban
2,1964,2,3,1,2,11,2,2,republican,58,female,some college,white,suburban
2,1978,1,2,1,2,11,1,2,republican,44,male,high school or less,white,suburban
2,1946,1,3,1,2,1,8,2,republican,76,male,some college,white,suburban
2,1957,1,3,1,1,1,1,2,republican,65,male,some college,white,urban
2,1959,2,4,1,4,2,3,2,republican,63,female,some college,white,other
1,1974,2,4,2,2,11,3,2,democrat,48,female,some college,black,suburban
1,1982,1,5,1,2,7,2,2,democrat,40,male,college graduate,white,suburban
1,1943,1,3,1,1,2,3,2,democrat,79,male,some college,white,urban
1,1967,2,3,1,2,12,3,2,democrat,55,female,some college,white,suburban
1,1951,2,2,1,2,1,2,2,democrat,71,female,high school or less,white,suburban
1,1987,2,3,3,2,10,NA,NA,democrat,35,female,some college,hispanic,suburban
2,1951,1,6,3,2,12,8,2,republican,71,male,postgraduate,hispanic,suburban
1,1977,2,2,2,1,11,3,1,democrat,45,female,high school or less,black,urban
2,1959,1,6,1,4,1,1,2,republican,63,male,postgraduate,white,other
2,1949,1,3,1,1,1,1,2,republican,73,male,some college,white,urban
1,1939,1,3,1,3,2,1,2,democrat,83,male,some college,white,rural
2,1959,2,3,1,4,2,2,2,republican,63,female,some college,white,other
2,1962,2,2,1,1,2,3,1,republican,60,female,high school or less,white,urban
1,1983,1,5,1,1,10,3,1,democrat,39,male,college graduate,white,urban
2,1949,2,2,1,4,11,2,2,republican,73,female,high school or less,white,other
2,1946,1,3,1,2,2,1,2,republican,76,male,some college,white,suburban
1,1958,1,6,1,2,2,3,2,democrat,64,male,postgraduate,white,suburban
1,1956,1,2,1,4,1,1,2,democrat,66,male,high school or less,white,other
2,1956,1,5,1,2,10,3,1,republican,66,male,college graduate,white,suburban
2,1979,2,6,1,2,2,3,1,republican,43,female,postgraduate,white,suburban
1,1958,1,2,1,2,5,3,2,democrat,64,male,high school or less,white,suburban
2,1958,2,3,1,1,11,3,2,republican,64,female,some college,white,urban
2,1958,2,5,1,2,1,2,2,republican,64,female,college graduate,white,suburban
1,1988,1,5,1,1,9,1,2,democrat,34,male,college graduate,white,urban
1,1941,2,2,1,4,2,3,2,democrat,81,female,high school or less,white,other
1,1959,2,3,2,1,1,3,1,democrat,63,female,some college,black,urban
1,1951,1,5,4,2,11,3,2,democrat,71,male,college graduate,asian,suburban
1,1953,2,1,1,4,11,1,2,democrat,69,female,high school or less,white,other
1,1950,2,5,1,4,2,2,2,democrat,72,female,college graduate,white,other
1,1955,2,3,1,1,1,3,2,democrat,67,female,some college,white,urban
1,1951,2,4,1,3,2,2,2,democrat,71,female,some college,white,rural
1,1970,2,6,1,2,12,3,2,democrat,52,female,postgraduate,white,suburban
6,1988,2,3,1,2,2,2,2,other,34,female,some college,white,suburban
1,1960,2,5,1,1,11,3,2,democrat,62,female,college graduate,white,urban
1,1939,2,2,1,1,2,8,2,democrat,83,female,high school or less,white,urban
2,1957,1,3,1,4,1,1,2,republican,65,male,some college,white,other
2,1959,1,5,1,2,1,3,2,republican,63,male,college graduate,white,suburban
1,1980,2,5,5,1,11,1,2,democrat,42,female,college graduate,other,urban
1,1974,2,1,1,2,1,1,2,democrat,48,female,high school or less,white,suburban
1,1982,2,4,1,1,2,3,1,democrat,40,female,some college,white,urban
1,1968,1,5,1,2,2,1,1,democrat,54,male,college graduate,white,suburban
2,1948,1,3,1,4,1,1,2,republican,74,male,some college,white,other
1,1947,1,5,1,2,2,3,2,democrat,75,male,college graduate,white,suburban
2,1963,2,2,1,4,1,2,2,republican,59,female,high school or less,white,other
2,1957,2,2,1,4,11,3,2,republican,65,female,high school or less,white,other
1,1946,2,2,1,2,1,3,2,democrat,76,female,high school or less,white,suburban
2,1951,2,3,1,2,1,1,2,republican,71,female,some college,white,suburban
1,1967,2,5,1,2,9,2,2,democrat,55,female,college graduate,white,suburban
2,1967,1,5,1,2,12,3,1,republican,55,male,college graduate,white,suburban
2,1960,1,2,1,2,2,2,2,republican,62,male,high school or less,white,suburban
1,1998,2,6,1,1,2,3,1,democrat,24,female,postgraduate,white,urban
6,1997,2,2,2,1,11,NA,NA,other,25,female,high school or less,black,urban
2,1944,2,2,1,1,1,2,2,republican,78,female,high school or less,white,urban
1,1977,2,6,1,4,10,2,2,democrat,45,female,postgraduate,white,other
1,1965,1,5,1,2,9,3,2,democrat,57,male,college graduate,white,suburban
1,1957,2,3,1,4,11,3,2,democrat,65,female,some college,white,other
2,1965,2,6,1,4,2,3,1,republican,57,female,postgraduate,white,other
1,1955,2,3,1,2,11,3,2,democrat,67,female,some college,white,suburban
1,1959,2,6,1,3,9,2,2,democrat,63,female,postgraduate,white,rural
1,1978,1,5,1,1,9,3,2,democrat,44,male,college graduate,white,urban
6,1990,2,1,1,2,9,3,2,other,32,female,high school or less,white,suburban
3,1971,2,6,1,3,1,8,1,did not vote,51,female,postgraduate,white,rural
1,1960,1,6,1,2,9,1,2,democrat,62,male,postgraduate,white,suburban
1,1946,2,2,1,1,9,1,2,democrat,76,female,high school or less,white,urban
2,1933,2,2,1,4,1,3,2,republican,89,female,high school or less,white,other
1,1962,2,5,1,2,5,3,2,democrat,60,female,college graduate,white,suburban
1,1982,2,6,1,3,11,2,2,democrat,40,female,postgraduate,white,rural
2,1987,2,2,1,4,11,8,2,republican,35,female,high school or less,white,other
6,2003,2,3,1,1,11,NA,NA,other,19,female,some college,white,urban
2,1951,1,2,1,2,11,1,2,republican,71,male,high school or less,white,suburban
1,1966,1,5,1,2,11,3,2,democrat,56,male,college graduate,white,suburban
1,1937,2,2,1,2,1,2,2,democrat,85,female,high school or less,white,suburban
1,1966,2,5,1,3,11,3,2,democrat,56,female,college graduate,white,rural
1,1957,2,3,1,2,10,3,2,democrat,65,female,some college,white,suburban
2,1963,1,6,1,2,2,3,2,republican,59,male,postgraduate,white,suburban
2,1975,2,2,7,3,1,3,2,republican,47,female,high school or less,other,rural
1,1971,2,6,3,2,1,1,1,democrat,51,female,postgraduate,hispanic,suburban
2,1948,1,5,1,4,2,NA,2,republican,74,male,college graduate,white,other
2,1947,2,2,1,1,2,8,2,republican,75,female,high school or less,white,urban
2,1972,1,2,1,4,1,1,2,republican,50,male,high school or less,white,other
1,1988,1,6,1,2,5,NA,NA,democrat,34,male,postgraduate,white,suburban
1,1944,2,4,1,4,1,3,2,democrat,78,female,some college,white,other
1,1998,2,3,3,1,2,3,2,democrat,24,female,some college,hispanic,urban
1,1945,2,2,1,2,1,2,2,democrat,77,female,high school or less,white,suburban
6,1981,2,4,1,4,12,1,2,other,41,female,some college,white,other
1,1970,2,5,1,4,10,2,2,democrat,52,female,college graduate,white,other
2,1971,1,6,1,2,1,3,1,republican,51,male,postgraduate,white,suburban
1,1975,2,3,1,4,12,3,2,democrat,47,female,some college,white,other
6,1988,2,2,1,2,11,2,2,other,34,female,high school or less,white,suburban
NA,1976,2,2,2,2,11,NA,NA,did not vote,46,female,high school or less,black,suburban
2,1987,2,2,1,2,1,3,2,republican,35,female,high school or less,white,suburban
1,1989,1,6,2,1,2,1,1,democrat,33,male,postgraduate,black,urban
1,1949,2,4,1,2,2,3,2,democrat,73,female,some college,white,suburban
1,1949,2,2,1,3,10,1,2,democrat,73,female,high school or less,white,rural
1,1967,2,2,1,4,1,2,2,democrat,55,female,high school or less,white,other
6,1984,2,6,4,1,11,3,2,other,38,female,postgraduate,asian,urban
2,1963,2,2,1,4,1,2,2,republican,59,female,high school or less,white,other
1,1968,2,5,1,3,5,3,2,democrat,54,female,college graduate,white,rural
2,1956,2,2,1,4,1,3,2,republican,66,female,high school or less,white,other
1,1973,2,6,1,2,9,3,1,democrat,49,female,postgraduate,white,suburban
2,1971,2,2,3,2,12,2,2,republican,51,female,high school or less,hispanic,suburban
1,1946,2,2,1,4,11,2,2,democrat,76,female,high school or less,white,other
2,1962,1,5,1,1,11,1,2,republican,60,male,college graduate,white,urban
2,1970,1,2,1,4,12,NA,NA,republican,52,male,high school or less,white,other
1,1955,1,5,7,2,7,1,2,democrat,67,male,college graduate,other,suburban
1,1972,2,4,1,2,2,3,2,democrat,50,female,some college,white,suburban
1,1957,2,2,3,4,2,NA,NA,democrat,65,female,high school or less,hispanic,other
1,1973,1,5,1,2,12,1,2,democrat,49,male,college graduate,white,suburban
2,1963,2,4,1,4,1,1,2,republican,59,female,some college,white,other
2,1960,1,4,7,4,1,8,2,republican,62,male,some college,other,other
2,1952,1,2,1,4,2,3,1,republican,70,male,high school or less,white,other
2,1965,1,4,6,2,1,2,1,republican,57,male,some college,other,suburban
1,1965,2,5,1,2,10,3,2,democrat,57,female,college graduate,white,suburban
1,1996,2,6,1,1,2,1,1,democrat,26,female,postgraduate,white,urban
2,1952,1,3,1,3,2,1,2,republican,70,male,some college,white,rural
2,1984,2,4,1,5,10,8,1,republican,38,female,some college,white,other
1,1950,2,1,1,2,2,3,2,democrat,72,female,high school or less,white,suburban
1,1972,2,3,1,1,2,3,2,democrat,50,female,some college,white,urban
2,1967,1,3,1,2,1,1,2,republican,55,male,some college,white,suburban
6,1983,1,2,1,4,2,NA,NA,other,39,male,high school or less,white,other
6,1975,2,2,3,2,2,3,2,other,47,female,high school or less,hispanic,suburban
1,1981,2,6,1,1,9,3,2,democrat,41,female,postgraduate,white,urban
2,1958,1,4,1,1,1,1,2,republican,64,male,some college,white,urban
6,1957,2,6,3,1,12,3,1,other,65,female,postgraduate,hispanic,urban
1,1965,1,2,1,1,2,3,2,democrat,57,male,high school or less,white,urban
1,1972,1,6,1,1,10,3,2,democrat,50,male,postgraduate,white,urban
2,1951,1,3,1,4,1,NA,2,republican,71,male,some college,white,other
2,1964,2,5,1,2,10,3,2,republican,58,female,college graduate,white,suburban
1,1968,2,5,1,4,2,3,2,democrat,54,female,college graduate,white,other
1,1970,1,6,1,2,2,3,1,democrat,52,male,postgraduate,white,suburban
1,1964,1,5,1,2,11,3,2,democrat,58,male,college graduate,white,suburban
1,1970,2,6,1,2,9,3,2,democrat,52,female,postgraduate,white,suburban
1,1987,2,4,1,4,1,1,2,democrat,35,female,some college,white,other
1,1964,2,5,1,2,12,1,2,democrat,58,female,college graduate,white,suburban
1,1974,2,5,1,4,2,1,2,democrat,48,female,college graduate,white,other
2,1953,1,2,1,2,2,8,2,republican,69,male,high school or less,white,suburban
1,1958,2,3,1,3,10,3,2,democrat,64,female,some college,white,rural
2,1993,2,5,1,2,2,3,2,republican,29,female,college graduate,white,suburban
2,1957,2,3,1,4,1,1,2,republican,65,female,some college,white,other
2,1954,2,3,1,4,1,3,2,republican,68,female,some college,white,other
2,1959,2,4,1,2,1,2,2,republican,63,female,some college,white,suburban
2,1964,2,5,1,1,2,3,2,republican,58,female,college graduate,white,urban
5,1962,1,5,1,1,9,3,2,did not vote,60,male,college graduate,white,urban
2,1964,2,5,1,1,1,3,2,republican,58,female,college graduate,white,urban
1,1960,2,2,1,1,1,3,2,democrat,62,female,high school or less,white,urban
2,1951,1,2,1,1,11,3,2,republican,71,male,high school or less,white,urban
2,1947,2,3,1,1,2,8,2,republican,75,female,some college,white,urban
1,1965,2,3,1,3,1,2,2,democrat,57,female,some college,white,rural
6,1961,2,6,1,3,1,3,2,other,61,female,postgraduate,white,rural
2,1965,2,3,1,4,1,1,2,republican,57,female,some college,white,other
1,1950,2,6,2,3,11,3,2,democrat,72,female,postgraduate,black,rural
1,1956,1,4,1,2,9,3,2,democrat,66,male,some college,white,suburban
1,1955,2,2,1,4,1,3,2,democrat,67,female,high school or less,white,other
2,1956,2,4,1,2,1,1,2,republican,66,female,some college,white,suburban
1,1953,2,3,1,2,11,3,2,democrat,69,female,some college,white,suburban
2,1990,2,4,1,1,1,2,2,republican,32,female,some college,white,urban
